53
3	4	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	4	0	-1	0	-1	0	-1	3
4	0	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
4	0	0	-1	0	-1	0	-1	3
4	0	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	4	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	4	0	-1	0	-1	0	-1	3
4	0	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	7	0	-1	0	-1	0	-1	3	
3	6	0	-1	0	-1	0	-1	3
3	6	0	-1	0	-1	0	-1	3
3	7	0	-1	0	-1	0	-1	3
3	6	0	-1	0	-1	0	-1	3
3	4	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	4	0	-1	0	-1	0	-1	3
4	0	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
4	0	0	-1	0	-1	0	-1	3
4	0	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	4	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	4	0	-1	0	-1	0	-1	3
4	0	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	11	0	-1	0	-1	0	-1	3
3	9	0	-1	0	-1	0	-1	3
3	7	0	-1	0	-1	0	-1	3	
3	6	0	-1	0	-1	0	-1	3
3	6	0	-1	0	-1	0	-1	3
3	7	0	-1	0	-1	0	-1	3
3	6	0	-1	0	-1	0	-1	3
3	4	0	-1	0	-1	0	-1	3
