180
2	7	1	7	0	-1	0	-1	0
3	7	2	7	0	-1	0	-1	0
3	3	2	3	0	-1	0	-1	1
3	2	2	2	0	-1	0	-1	1
3	7	2	7	0	-1	0	-1	0
3	3	2	3	0	-1	0	-1	1
3	2	2	2	0	-1	0	-1	1
3	7	2	7	0	-1	0	-1	0
3	3	2	10	2	3	0	-1	1
3	2	2	9	2	2	0	-1	1
3	7	2	7	0	-1	0	-1	0
3	3	2	10	2	3	0	-1	1
3	2	2	9	2	2	0	-1	1
3	7	2	7	0	-1	0	-1	0
3	3	2	10	2	3	0	-1	1
3	2	2	9	2	2	0	-1	1
3	7	2	7	0	-1	0	-1	0
3	3	2	10	2	3	0	-1	1
3	2	2	9	2	2	0	-1	1
3	7	2	10	2	7	0	-1	2
2	10	0	-1	0	-1	0	-1	2
2	10	0	-1	0	-1	0	-1	2
2	10	0	-1	0	-1	0	-1	2
3	3	2	10	2	3	0	-1	2
2	10	0	-1	0	-1	0	-1	2
3	2	2	10	2	2	0	-1	2
2	10	0	-1	0	-1	0	-1	2
3	7	3	2	2	10	2	7	2
3	2	2	10	2	7	0	-1	2
3	2	2	10	2	7	0	-1	2
3	2	2	10	2	7	0	-1	2
3	3	2	10	2	7	2	3	2
2	10	2	7	2	3	0	-1	2
3	2	2	9	2	6	2	2	2
3	2	2	9	2	6	2	2	2
3	7	3	2	2	7	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	3	2	10	2	3	0	-1	2
2	10	2	3	0	-1	0	-1	2
3	2	2	10	2	2	0	-1	2
2	10	2	2	0	-1	0	-1	2
3	7	3	2	2	7	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	3	2	10	2	3	0	-1	2
2	10	2	3	0	-1	0	-1	2
3	2	2	9	2	6	2	2	3
3	6	3	2	2	9	2	6	3
3	9	3	6	3	2	2	9	3
4	2	3	9	3	6	3	2	3
2	7	1	7	0	-1	0	-1	2
3	10	3	7	3	2	0	-1	2
2	7	1	7	0	-1	0	-1	2
3	10	3	7	3	2	0	-1	2
2	3	1	3	0	-1	0	-1	2
4	3	3	10	3	7	3	3	2
2	2	1	2	0	-1	0	-1	2
4	2	3	9	3	6	3	2	2
2	7	1	7	0	-1	0	-1	2
3	10	3	7	3	2	0	-1	2
2	7	1	7	0	-1	0	-1	2
3	10	3	7	3	2	0	-1	2
2	3	1	3	0	-1	0	-1	2
4	3	3	10	3	7	3	3	2
2	2	1	2	0	-1	0	-1	2
4	2	3	9	3	6	3	2	2
2	7	1	7	0	-1	0	-1	4
2	7	1	7	0	-1	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
3	7	3	2	2	7	0	-1	4
3	7	3	2	2	7	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
2	7	1	7	0	-1	0	-1	4
2	7	1	7	0	-1	0	-1	4
2	7	1	7	0	-1	0	-1	4
2	7	1	7	0	-1	0	-1	4
3	7	3	2	2	7	0	-1	4
3	7	3	2	2	7	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
2	3	1	3	0	-1	0	-1	4
2	3	1	3	0	-1	0	-1	4
2	3	1	3	0	-1	0	-1	4
2	3	1	3	0	-1	0	-1	4
3	3	2	10	2	3	0	-1	4
3	3	2	10	2	3	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
2	2	1	2	0	-1	0	-1	4
2	2	1	2	0	-1	0	-1	4
2	2	1	2	0	-1	0	-1	4
2	2	1	2	0	-1	0	-1	4
3	2	2	9	2	2	0	-1	4
3	2	2	9	2	2	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
3	7	2	10	2	7	0	-1	2
2	10	0	-1	0	-1	0	-1	2
2	10	0	-1	0	-1	0	-1	2
2	10	0	-1	0	-1	0	-1	2
3	3	2	10	2	3	0	-1	2
2	10	0	-1	0	-1	0	-1	2
3	2	2	10	2	2	0	-1	2
2	10	0	-1	0	-1	0	-1	2
3	7	3	2	2	10	2	7	2
3	2	2	10	2	7	0	-1	2
3	2	2	10	2	7	0	-1	2
3	2	2	10	2	7	0	-1	2
3	3	2	10	2	7	2	3	2
2	10	2	7	2	3	0	-1	2
3	2	2	9	2	6	2	2	2
3	2	2	9	2	6	2	2	2
3	7	3	2	2	7	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	3	2	10	2	3	0	-1	2
2	10	2	3	0	-1	0	-1	2
3	2	2	10	2	2	0	-1	2
2	10	2	2	0	-1	0	-1	2
3	7	3	2	2	7	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	2	2	7	0	-1	0	-1	2
3	3	2	10	2	3	0	-1	2
2	10	2	3	0	-1	0	-1	2
3	2	2	9	2	6	2	2	3
3	6	3	2	2	9	2	6	3
3	9	3	6	3	2	2	9	3
4	2	3	9	3	6	3	2	3
2	7	1	7	0	-1	0	-1	2
3	10	3	7	3	2	0	-1	2
2	7	1	7	0	-1	0	-1	2
3	10	3	7	3	2	0	-1	2
2	3	1	3	0	-1	0	-1	2
4	3	3	10	3	7	3	3	2
2	2	1	2	0	-1	0	-1	2
4	2	3	9	3	6	3	2	2
2	7	1	7	0	-1	0	-1	2
3	10	3	7	3	2	0	-1	2
2	7	1	7	0	-1	0	-1	2
3	10	3	7	3	2	0	-1	2
2	3	1	3	0	-1	0	-1	2
4	3	3	10	3	7	3	3	2
2	2	1	2	0	-1	0	-1	2
4	2	3	9	3	6	3	2	2
2	7	1	7	0	-1	0	-1	4
2	7	1	7	0	-1	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
3	7	3	2	2	7	0	-1	4
3	7	3	2	2	7	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
2	7	1	7	0	-1	0	-1	4
2	7	1	7	0	-1	0	-1	4
2	7	1	7	0	-1	0	-1	4
2	7	1	7	0	-1	0	-1	4
3	7	3	2	2	7	0	-1	4
3	7	3	2	2	7	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
2	3	1	3	0	-1	0	-1	4
2	3	1	3	0	-1	0	-1	4
2	3	1	3	0	-1	0	-1	4
2	3	1	3	0	-1	0	-1	4
3	3	2	10	2	3	0	-1	4
3	3	2	10	2	3	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
2	2	1	2	0	-1	0	-1	4
2	2	1	2	0	-1	0	-1	4
2	2	1	2	0	-1	0	-1	4
2	2	1	2	0	-1	0	-1	4
3	2	2	9	2	2	0	-1	4
3	2	2	9	2	2	0	-1	4
0	-1	0	-1	0	-1	0	-1	3
3	7	2	7	0	-1	0	-1	0
3	3	2	3	0	-1	0	-1	1
3	2	2	2	0	-1	0	-1	1
3	7	2	7	0	-1	0	-1	0
3	3	2	3	0	-1	0	-1	1
3	2	2	2	0	-1	0	-1	1
2	7	1	7	0	-1	0	-1	0
