434
0	-1	0	-1	0	-1	0	-1	0
0	-1	0	-1	0	-1	0	-1	0
0	-1	0	-1	0	-1	0	-1	0
0	-1	0	-1	0	-1	0	-1	0
0	-1	0	-1	0	-1	0	-1	0
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
4	10	7	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
5	0	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
5	0	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
5	0	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	2	0	-1	0	-1	0	-1	3
5	0	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
4	7	0	-1	0	-1	0	-1	3
4	10	0	-1	0	-1	0	-1	3
4	9	0	-1	0	-1	0	-1	3
